station_id,recorded_at,voltage_kv,load_percent,temperature_c,quality,source,sequence_number
EG-006,2026-03-01T08:00:00Z,65.505,81.276,63.542,ok,demo-generator,33
EG-006,2026-03-01T08:15:00Z,65.406,84.028,62.488,ok,demo-generator,34
EG-006,2026-03-01T08:30:00Z,65.617,83.363,63.609,ok,demo-generator,35
EG-006,2026-03-01T08:45:00Z,65.336,85.341,65.069,ok,demo-generator,36
EG-006,2026-03-01T09:00:00Z,64.965,85.843,63.326,ok,demo-generator,37
EG-006,2026-03-01T09:15:00Z,65.240,88.779,64.245,ok,demo-generator,38
EG-006,2026-03-01T09:30:00Z,65.259,87.429,65.004,ok,demo-generator,39
EG-006,2026-03-01T09:45:00Z,64.979,89.361,66.085,ok,demo-generator,40
EG-006,2026-03-01T10:00:00Z,64.609,90.356,65.458,ok,demo-generator,41
EG-006,2026-03-01T10:15:00Z,64.754,89.454,65.924,ok,demo-generator,42
EG-006,2026-03-01T10:30:00Z,64.434,91.855,65.239,ok,demo-generator,43
EG-006,2026-03-01T10:45:00Z,64.893,90.403,66.017,ok,demo-generator,44
EG-006,2026-03-01T11:00:00Z,64.597,90.711,65.574,ok,demo-generator,45
EG-006,2026-03-01T11:15:00Z,64.968,90.092,65.271,ok,demo-generator,46
EG-006,2026-03-01T11:30:00Z,64.514,89.663,63.401,ok,demo-generator,47
EG-006,2026-03-01T11:45:00Z,64.846,90.686,64.255,ok,demo-generator,48
EG-006,2026-03-01T12:00:00Z,64.706,88.688,62.876,ok,demo-generator,49
EG-006,2026-03-01T12:15:00Z,64.869,88.218,63.338,ok,demo-generator,50
EG-006,2026-03-01T12:30:00Z,64.563,88.781,62.137,ok,demo-generator,51
EG-006,2026-03-01T12:45:00Z,64.294,86.306,60.316,ok,demo-generator,52
EG-006,2026-03-01T13:00:00Z,64.684,84.621,59.275,ok,demo-generator,53
EG-006,2026-03-01T13:15:00Z,64.427,85.529,59.528,ok,demo-generator,54
EG-006,2026-03-01T13:30:00Z,64.531,82.821,59.004,ok,demo-generator,55
EG-006,2026-03-01T13:45:00Z,65.099,81.777,57.443,ok,demo-generator,56
EG-006,2026-03-01T14:00:00Z,65.172,79.970,57.794,ok,demo-generator,57
EG-006,2026-03-01T14:15:00Z,64.582,79.202,55.474,ok,demo-generator,58
EG-006,2026-03-01T14:30:00Z,64.628,76.727,54.149,ok,demo-generator,59
EG-006,2026-03-01T14:45:00Z,64.909,74.973,53.324,ok,demo-generator,60
EG-006,2026-03-01T15:00:00Z,64.790,76.699,53.569,ok,demo-generator,61
EG-006,2026-03-01T15:15:00Z,64.708,74.924,54.300,ok,demo-generator,62
EG-006,2026-03-01T15:30:00Z,64.881,72.485,52.151,ok,demo-generator,63
EG-006,2026-03-01T15:45:00Z,65.350,72.514,50.749,ok,demo-generator,64
EG-006,2026-03-01T16:00:00Z,64.811,71.999,50.631,ok,demo-generator,65
EG-006,2026-03-01T16:15:00Z,65.041,69.621,49.563,ok,demo-generator,66
EG-006,2026-03-01T16:30:00Z,65.137,68.954,48.950,ok,demo-generator,67
EG-006,2026-03-01T16:45:00Z,65.379,67.363,48.538,ok,demo-generator,68
EG-006,2026-03-01T17:00:00Z,65.281,65.472,47.275,ok,demo-generator,69
EG-006,2026-03-01T17:15:00Z,65.819,65.206,47.466,ok,demo-generator,70
EG-006,2026-03-01T17:30:00Z,65.743,66.418,47.284,ok,demo-generator,71
EG-006,2026-03-01T17:45:00Z,65.614,65.128,45.478,ok,demo-generator,72
EG-006,2026-03-01T18:00:00Z,65.343,63.487,44.083,ok,demo-generator,73
EG-006,2026-03-01T18:15:00Z,65.202,65.776,46.283,ok,demo-generator,74
EG-006,2026-03-01T18:30:00Z,65.352,64.025,43.561,ok,demo-generator,75
EG-006,2026-03-01T18:45:00Z,65.332,63.087,44.813,ok,demo-generator,76
EG-006,2026-03-01T19:00:00Z,65.265,65.583,44.234,ok,demo-generator,77
EG-006,2026-03-01T19:15:00Z,65.804,63.409,43.693,ok,demo-generator,78
EG-006,2026-03-01T19:30:00Z,65.501,64.856,44.291,ok,demo-generator,79
EG-006,2026-03-01T19:45:00Z,66.036,64.483,44.521,ok,demo-generator,80
EG-006,2026-03-01T20:00:00Z,65.314,66.415,45.073,ok,demo-generator,81
EG-006,2026-03-01T20:15:00Z,65.717,66.265,43.946,ok,demo-generator,82
EG-006,2026-03-01T20:30:00Z,65.891,65.412,43.307,ok,demo-generator,83
EG-006,2026-03-01T20:45:00Z,65.687,63.721,42.727,ok,demo-generator,84
EG-006,2026-03-01T21:00:00Z,65.451,65.528,44.192,ok,demo-generator,85
EG-006,2026-03-01T21:15:00Z,66.062,66.935,43.485,ok,demo-generator,86
EG-006,2026-03-01T21:30:00Z,66.098,66.977,43.052,ok,demo-generator,87
EG-006,2026-03-01T21:45:00Z,65.650,66.876,44.390,ok,demo-generator,88
EG-006,2026-03-01T22:00:00Z,65.938,65.952,43.390,ok,demo-generator,89
EG-006,2026-03-01T22:15:00Z,66.295,64.703,44.364,ok,demo-generator,90
EG-006,2026-03-01T22:30:00Z,65.717,65.121,43.587,ok,demo-generator,91
EG-006,2026-03-01T22:45:00Z,65.730,66.592,44.048,ok,demo-generator,92
EG-006,2026-03-01T23:00:00Z,65.929,64.860,43.480,ok,demo-generator,93
EG-006,2026-03-01T23:15:00Z,66.349,64.954,43.874,ok,demo-generator,94
EG-006,2026-03-01T23:30:00Z,66.281,67.596,45.451,ok,demo-generator,95
EG-006,2026-03-01T23:45:00Z,65.953,65.176,45.460,ok,demo-generator,96
EG-006,2026-03-02T00:00:00Z,66.043,66.009,46.097,ok,demo-generator,97
EG-006,2026-03-02T00:15:00Z,65.977,67.223,47.157,ok,demo-generator,98
EG-006,2026-03-02T00:30:00Z,65.992,64.212,46.613,ok,demo-generator,99
EG-006,2026-03-02T00:45:00Z,66.391,65.580,45.877,ok,demo-generator,100
EG-006,2026-03-02T01:00:00Z,66.115,64.157,46.898,ok,demo-generator,101
EG-006,2026-03-02T01:15:00Z,66.364,63.183,46.261,ok,demo-generator,102
EG-006,2026-03-02T01:30:00Z,66.099,66.261,48.031,ok,demo-generator,103
EG-006,2026-03-02T01:45:00Z,66.756,63.547,48.318,ok,demo-generator,104
EG-006,2026-03-02T02:00:00Z,66.596,64.512,47.832,ok,demo-generator,105
EG-006,2026-03-02T02:15:00Z,66.668,62.906,47.927,ok,demo-generator,106
EG-006,2026-03-02T02:30:00Z,66.785,64.476,49.256,ok,demo-generator,107
EG-006,2026-03-02T02:45:00Z,66.857,63.028,48.671,ok,demo-generator,108
EG-006,2026-03-02T03:00:00Z,66.312,63.073,49.281,ok,demo-generator,109
EG-006,2026-03-02T03:15:00Z,66.480,66.255,51.854,ok,demo-generator,110
EG-006,2026-03-02T03:30:00Z,66.551,64.409,51.309,ok,demo-generator,111
EG-006,2026-03-02T03:45:00Z,66.764,65.276,51.845,ok,demo-generator,112
EG-006,2026-03-02T04:00:00Z,66.327,63.989,51.086,ok,demo-generator,113
EG-006,2026-03-02T04:15:00Z,66.269,67.094,52.439,ok,demo-generator,114
EG-006,2026-03-02T04:30:00Z,66.281,65.420,53.112,ok,demo-generator,115
EG-006,2026-03-02T04:45:00Z,66.511,67.194,54.274,ok,demo-generator,116
EG-006,2026-03-02T05:00:00Z,66.497,67.874,53.865,ok,demo-generator,117
EG-006,2026-03-02T05:15:00Z,66.272,69.379,56.196,ok,demo-generator,118
EG-006,2026-03-02T05:30:00Z,66.275,68.719,55.295,ok,demo-generator,119
EG-006,2026-03-02T05:45:00Z,66.241,72.476,57.997,ok,demo-generator,120
EG-006,2026-03-02T06:00:00Z,66.351,73.319,58.344,ok,demo-generator,121
EG-006,2026-03-02T06:15:00Z,66.129,74.500,59.434,ok,demo-generator,122
EG-006,2026-03-02T06:30:00Z,65.890,74.688,59.724,ok,demo-generator,123
EG-006,2026-03-02T06:45:00Z,66.277,74.608,60.129,ok,demo-generator,124
EG-006,2026-03-02T07:00:00Z,65.676,76.260,60.981,ok,demo-generator,125
EG-006,2026-03-02T07:15:00Z,65.652,80.313,61.827,ok,demo-generator,126
EG-006,2026-03-02T07:30:00Z,65.692,78.269,61.895,ok,demo-generator,127
EG-006,2026-03-02T07:45:00Z,65.748,82.617,62.056,ok,demo-generator,128
EG-006,2026-03-02T08:00:00Z,65.323,82.792,63.634,ok,demo-generator,129
EG-006,2026-03-02T08:15:00Z,65.552,83.732,63.635,ok,demo-generator,130
EG-006,2026-03-02T08:30:00Z,65.673,83.163,63.278,ok,demo-generator,131
EG-006,2026-03-02T08:45:00Z,65.483,86.888,64.284,ok,demo-generator,132
EG-006,2026-03-02T09:00:00Z,64.885,85.678,63.247,ok,demo-generator,133
EG-006,2026-03-02T09:15:00Z,64.798,88.606,65.421,ok,demo-generator,134
EG-006,2026-03-02T09:30:00Z,65.220,89.006,64.433,ok,demo-generator,135
EG-006,2026-03-02T09:45:00Z,65.213,88.668,64.053,ok,demo-generator,136
EG-006,2026-03-02T10:00:00Z,65.126,90.405,65.193,ok,demo-generator,137
EG-006,2026-03-02T10:15:00Z,64.778,89.955,66.097,ok,demo-generator,138
EG-006,2026-03-02T10:30:00Z,64.809,88.877,65.132,ok,demo-generator,139
EG-006,2026-03-02T10:45:00Z,64.718,88.931,64.091,ok,demo-generator,140
EG-006,2026-03-02T11:00:00Z,64.810,91.084,65.649,ok,demo-generator,141
EG-006,2026-03-02T11:15:00Z,64.564,90.273,63.520,ok,demo-generator,142
EG-006,2026-03-02T11:30:00Z,64.396,90.102,63.491,ok,demo-generator,143
EG-006,2026-03-02T11:45:00Z,64.439,90.012,64.454,ok,demo-generator,144
EG-006,2026-03-02T12:00:00Z,64.621,89.630,63.027,ok,demo-generator,145
EG-006,2026-03-02T12:15:00Z,64.302,87.606,63.044,ok,demo-generator,146
EG-006,2026-03-02T12:30:00Z,64.360,85.864,61.748,ok,demo-generator,147
EG-006,2026-03-02T12:45:00Z,64.847,85.159,60.430,ok,demo-generator,148
EG-006,2026-03-02T13:00:00Z,64.540,84.559,59.923,ok,demo-generator,149
EG-006,2026-03-02T13:15:00Z,64.750,83.701,59.168,ok,demo-generator,150
EG-006,2026-03-02T13:30:00Z,65.070,82.363,59.207,ok,demo-generator,151
EG-006,2026-03-02T13:45:00Z,64.653,81.894,57.758,ok,demo-generator,152
EG-006,2026-03-02T14:00:00Z,65.013,81.681,57.283,ok,demo-generator,153
EG-006,2026-03-02T14:15:00Z,64.714,80.489,57.559,ok,demo-generator,154
EG-006,2026-03-02T14:30:00Z,64.600,78.379,55.747,ok,demo-generator,155
EG-006,2026-03-02T14:45:00Z,64.774,77.835,55.173,ok,demo-generator,156
EG-006,2026-03-02T15:00:00Z,65.098,74.766,52.856,ok,demo-generator,157
EG-006,2026-03-02T15:15:00Z,64.865,73.892,52.886,ok,demo-generator,158
EG-006,2026-03-02T15:30:00Z,64.855,73.302,52.963,ok,demo-generator,159
EG-006,2026-03-02T15:45:00Z,65.273,70.368,50.322,ok,demo-generator,160
EG-006,2026-03-02T16:00:00Z,65.035,70.447,50.544,ok,demo-generator,161
EG-006,2026-03-02T16:15:00Z,65.244,70.251,50.979,ok,demo-generator,162
EG-006,2026-03-02T16:30:00Z,65.024,66.991,48.546,ok,demo-generator,163
EG-006,2026-03-02T16:45:00Z,65.329,66.112,48.541,ok,demo-generator,164
EG-006,2026-03-02T17:00:00Z,65.223,65.143,47.446,ok,demo-generator,165
EG-006,2026-03-02T17:15:00Z,65.604,64.866,46.411,ok,demo-generator,166
EG-006,2026-03-02T17:30:00Z,65.524,65.009,46.936,ok,demo-generator,167
EG-006,2026-03-02T17:45:00Z,65.795,64.747,44.850,ok,demo-generator,168
EG-006,2026-03-02T18:00:00Z,65.686,64.690,45.608,ok,demo-generator,169
EG-006,2026-03-02T18:15:00Z,65.274,65.616,44.823,ok,demo-generator,170
EG-006,2026-03-02T18:30:00Z,65.436,63.453,43.577,ok,demo-generator,171
EG-006,2026-03-02T18:45:00Z,65.754,64.861,44.173,ok,demo-generator,172
EG-006,2026-03-02T19:00:00Z,65.622,63.954,43.459,ok,demo-generator,173
EG-006,2026-03-02T19:15:00Z,65.772,64.506,43.016,ok,demo-generator,174
EG-006,2026-03-02T19:30:00Z,65.361,65.630,43.071,ok,demo-generator,175
EG-006,2026-03-02T19:45:00Z,65.401,65.953,42.970,ok,demo-generator,176
EG-006,2026-03-02T20:00:00Z,66.026,63.999,43.286,ok,demo-generator,177
EG-006,2026-03-02T20:15:00Z,66.007,65.044,42.833,ok,demo-generator,178
EG-006,2026-03-02T20:30:00Z,65.789,65.166,42.721,ok,demo-generator,179
EG-006,2026-03-02T20:45:00Z,65.667,65.040,43.111,ok,demo-generator,180
EG-006,2026-03-02T21:00:00Z,65.949,64.482,43.670,ok,demo-generator,181
EG-006,2026-03-02T21:15:00Z,65.831,65.932,43.686,ok,demo-generator,182
EG-006,2026-03-02T21:30:00Z,65.708,65.456,42.650,ok,demo-generator,183
EG-006,2026-03-02T21:45:00Z,66.016,64.596,43.248,ok,demo-generator,184
EG-006,2026-03-02T22:00:00Z,65.635,67.754,45.398,ok,demo-generator,185
EG-006,2026-03-02T22:15:00Z,66.188,66.243,44.845,ok,demo-generator,186
EG-006,2026-03-02T22:30:00Z,65.879,66.984,43.812,ok,demo-generator,187
EG-006,2026-03-02T22:45:00Z,65.898,64.735,44.072,ok,demo-generator,188
EG-006,2026-03-02T23:00:00Z,65.625,67.587,45.300,ok,demo-generator,189
EG-006,2026-03-02T23:15:00Z,65.843,66.585,44.324,ok,demo-generator,190
EG-006,2026-03-02T23:30:00Z,65.889,66.837,44.268,ok,demo-generator,191
EG-006,2026-03-02T23:45:00Z,66.228,67.337,45.736,ok,demo-generator,192
NG-001,2026-03-01T00:00:00Z,134.493,42.630,32.018,ok,demo-generator,1
NG-001,2026-03-01T00:15:00Z,134.618,39.488,33.239,ok,demo-generator,2
NG-001,2026-03-01T00:30:00Z,134.534,41.424,32.363,ok,demo-generator,3
NG-001,2026-03-01T00:45:00Z,134.781,42.423,33.852,ok,demo-generator,4
NG-001,2026-03-01T01:00:00Z,134.558,42.397,35.361,ok,demo-generator,5
NG-001,2026-03-01T01:15:00Z,134.673,41.674,34.502,ok,demo-generator,6
NG-001,2026-03-01T01:30:00Z,135.013,40.759,35.608,ok,demo-generator,7
NG-001,2026-03-01T01:45:00Z,134.891,40.929,34.227,ok,demo-generator,8
NG-001,2026-03-01T02:00:00Z,135.053,41.065,36.780,ok,demo-generator,9
NG-001,2026-03-01T02:15:00Z,135.615,39.199,34.900,ok,demo-generator,10
NG-001,2026-03-01T02:30:00Z,135.531,40.985,35.950,ok,demo-generator,11
NG-001,2026-03-01T02:45:00Z,135.284,39.143,36.693,ok,demo-generator,12
NG-001,2026-03-01T03:00:00Z,135.044,42.231,36.890,ok,demo-generator,13
NG-001,2026-03-01T03:15:00Z,135.616,39.947,38.442,ok,demo-generator,14
NG-001,2026-03-01T03:30:00Z,135.580,41.540,38.648,ok,demo-generator,15
NG-001,2026-03-01T03:45:00Z,135.586,39.932,38.895,ok,demo-generator,16
NG-001,2026-03-01T04:00:00Z,135.319,40.357,39.680,ok,demo-generator,17
NG-001,2026-03-01T04:15:00Z,135.326,41.514,40.464,ok,demo-generator,18
NG-001,2026-03-01T04:30:00Z,135.704,41.348,39.763,ok,demo-generator,19
NG-001,2026-03-01T04:45:00Z,135.360,43.520,41.128,ok,demo-generator,20
NG-001,2026-03-01T05:00:00Z,135.326,44.528,43.089,ok,demo-generator,21
NG-001,2026-03-01T05:15:00Z,134.952,44.613,43.831,ok,demo-generator,22
NG-001,2026-03-01T05:30:00Z,134.601,46.358,44.299,ok,demo-generator,23
NG-001,2026-03-01T05:45:00Z,135.067,47.292,43.871,ok,demo-generator,24
NG-001,2026-03-01T06:00:00Z,134.948,47.114,44.727,ok,demo-generator,25
NG-001,2026-03-01T06:15:00Z,134.754,48.479,46.304,ok,demo-generator,26
NG-001,2026-03-01T06:30:00Z,134.373,48.856,45.165,ok,demo-generator,27
NG-001,2026-03-01T06:45:00Z,134.439,49.982,46.629,ok,demo-generator,28
NG-001,2026-03-01T07:00:00Z,133.885,53.981,47.581,ok,demo-generator,29
NG-001,2026-03-01T07:15:00Z,133.689,53.306,47.083,ok,demo-generator,30
NG-001,2026-03-01T07:30:00Z,133.684,55.956,49.484,ok,demo-generator,31
NG-001,2026-03-01T07:45:00Z,133.538,56.308,49.055,ok,demo-generator,32
NG-001,2026-03-01T08:00:00Z,133.425,56.780,49.888,ok,demo-generator,33
NG-001,2026-03-01T08:15:00Z,133.588,58.578,51.109,ok,demo-generator,34
NG-001,2026-03-01T08:30:00Z,133.169,57.191,49.221,ok,demo-generator,35
NG-001,2026-03-01T08:45:00Z,133.321,60.155,49.915,ok,demo-generator,36
NG-001,2026-03-01T09:00:00Z,132.858,62.290,50.738,ok,demo-generator,37
NG-001,2026-03-01T09:15:00Z,132.503,62.889,51.153,ok,demo-generator,38
NG-001,2026-03-01T09:30:00Z,132.562,62.925,51.858,ok,demo-generator,39
NG-001,2026-03-01T09:45:00Z,132.238,64.515,52.767,ok,demo-generator,40
NG-001,2026-03-01T10:00:00Z,132.145,64.877,52.478,ok,demo-generator,41
NG-001,2026-03-01T10:15:00Z,132.384,62.064,51.842,ok,demo-generator,42
NG-001,2026-03-01T10:30:00Z,132.458,64.384,51.514,ok,demo-generator,43
NG-001,2026-03-01T10:45:00Z,132.055,63.023,50.832,ok,demo-generator,44
NG-001,2026-03-01T11:00:00Z,131.888,62.308,50.174,ok,demo-generator,45
NG-001,2026-03-01T11:15:00Z,132.207,64.745,50.084,ok,demo-generator,46
NG-001,2026-03-01T11:30:00Z,131.568,63.944,51.470,ok,demo-generator,47
NG-001,2026-03-01T11:45:00Z,131.951,62.997,50.928,ok,demo-generator,48
NG-001,2026-03-01T12:00:00Z,132.093,61.989,48.411,ok,demo-generator,49
NG-001,2026-03-01T12:15:00Z,131.559,62.226,49.145,ok,demo-generator,50
NG-001,2026-03-01T12:30:00Z,131.779,59.039,47.843,ok,demo-generator,51
NG-001,2026-03-01T12:45:00Z,132.288,59.927,46.592,ok,demo-generator,52
NG-001,2026-03-01T13:00:00Z,132.086,58.749,45.877,ok,demo-generator,53
NG-001,2026-03-01T13:15:00Z,132.666,54.473,44.325,ok,demo-generator,54
NG-001,2026-03-01T13:30:00Z,132.325,54.952,45.238,ok,demo-generator,55
NG-001,2026-03-01T13:45:00Z,132.326,51.984,44.167,ok,demo-generator,56
NG-001,2026-03-01T14:00:00Z,132.556,50.644,41.701,ok,demo-generator,57
NG-001,2026-03-01T14:15:00Z,132.612,50.908,43.341,ok,demo-generator,58
NG-001,2026-03-01T14:30:00Z,132.895,50.056,41.132,ok,demo-generator,59
NG-001,2026-03-01T14:45:00Z,132.889,47.281,40.739,ok,demo-generator,60
NG-001,2026-03-01T15:00:00Z,132.638,46.693,39.505,ok,demo-generator,61
NG-001,2026-03-01T15:15:00Z,132.905,45.798,38.198,ok,demo-generator,62
NG-001,2026-03-01T15:30:00Z,132.767,44.546,38.716,ok,demo-generator,63
NG-001,2026-03-01T15:45:00Z,133.383,41.464,37.565,ok,demo-generator,64
NG-001,2026-03-01T16:00:00Z,133.023,42.758,36.705,ok,demo-generator,65
NG-001,2026-03-01T16:15:00Z,133.712,40.394,35.994,ok,demo-generator,66
NG-001,2026-03-01T16:30:00Z,133.358,38.124,33.205,ok,demo-generator,67
NG-001,2026-03-01T16:45:00Z,133.226,39.343,33.323,ok,demo-generator,68
NG-001,2026-03-01T17:00:00Z,133.738,37.420,32.729,ok,demo-generator,69
NG-001,2026-03-01T17:15:00Z,133.737,37.831,32.378,ok,demo-generator,70
NG-001,2026-03-01T17:30:00Z,133.804,37.296,32.122,ok,demo-generator,71
NG-001,2026-03-01T17:45:00Z,133.518,36.797,31.506,ok,demo-generator,72
NG-001,2026-03-01T18:00:00Z,134.169,34.735,30.735,ok,demo-generator,73
NG-001,2026-03-01T18:15:00Z,134.074,35.690,31.483,ok,demo-generator,74
NG-001,2026-03-01T18:30:00Z,133.862,36.229,30.225,ok,demo-generator,75
NG-001,2026-03-01T18:45:00Z,134.214,33.940,30.421,ok,demo-generator,76
NG-001,2026-03-01T19:00:00Z,134.402,35.204,29.186,ok,demo-generator,77
NG-001,2026-03-01T19:15:00Z,133.895,34.771,29.408,ok,demo-generator,78
NG-001,2026-03-01T19:30:00Z,133.791,36.623,29.457,ok,demo-generator,79
NG-001,2026-03-01T19:45:00Z,134.030,36.492,29.100,ok,demo-generator,80
NG-001,2026-03-01T20:00:00Z,133.868,36.467,28.911,ok,demo-generator,81
NG-001,2026-03-01T20:15:00Z,134.324,36.380,29.919,ok,demo-generator,82
NG-001,2026-03-01T20:30:00Z,133.922,38.262,30.155,ok,demo-generator,83
NG-001,2026-03-01T20:45:00Z,134.073,35.831,28.192,ok,demo-generator,84
NG-001,2026-03-01T21:00:00Z,134.234,36.985,29.601,ok,demo-generator,85
NG-001,2026-03-01T21:15:00Z,134.113,36.331,28.539,ok,demo-generator,86
NG-001,2026-03-01T21:30:00Z,134.275,37.310,29.685,ok,demo-generator,87
NG-001,2026-03-01T21:45:00Z,134.675,37.140,28.986,ok,demo-generator,88
NG-001,2026-03-01T22:00:00Z,134.525,37.929,29.517,ok,demo-generator,89
NG-001,2026-03-01T22:15:00Z,134.708,38.035,28.979,ok,demo-generator,90
NG-001,2026-03-01T22:30:00Z,134.608,41.583,32.003,ok,demo-generator,91
NG-001,2026-03-01T22:45:00Z,134.754,40.445,31.679,ok,demo-generator,92
NG-001,2026-03-01T23:00:00Z,134.745,39.352,30.992,ok,demo-generator,93
NG-001,2026-03-01T23:15:00Z,134.310,41.738,32.666,ok,demo-generator,94
NG-001,2026-03-01T23:30:00Z,134.724,40.896,31.793,ok,demo-generator,95
NG-001,2026-03-01T23:45:00Z,134.531,41.558,33.499,ok,demo-generator,96
NG-001,2026-03-02T00:00:00Z,134.902,39.783,31.773,ok,demo-generator,97
NG-001,2026-03-02T00:15:00Z,134.549,40.886,33.674,ok,demo-generator,98
NG-001,2026-03-02T00:30:00Z,134.976,39.304,32.002,ok,demo-generator,99
NG-001,2026-03-02T00:45:00Z,134.701,42.600,34.474,ok,demo-generator,100
NG-001,2026-03-02T01:00:00Z,134.735,42.313,33.567,ok,demo-generator,101
NG-001,2026-03-02T01:15:00Z,134.925,40.070,34.390,ok,demo-generator,102
NG-001,2026-03-02T01:30:00Z,135.466,40.634,35.587,ok,demo-generator,103
NG-001,2026-03-02T01:45:00Z,134.930,39.580,34.061,ok,demo-generator,104
NG-001,2026-03-02T02:00:00Z,135.104,41.321,35.956,ok,demo-generator,105
NG-001,2026-03-02T02:15:00Z,135.342,38.998,35.534,ok,demo-generator,106
NG-001,2026-03-02T02:30:00Z,135.091,39.979,36.695,ok,demo-generator,107
NG-001,2026-03-02T02:45:00Z,135.165,39.282,35.802,ok,demo-generator,108
NG-001,2026-03-02T03:00:00Z,135.376,39.614,36.094,ok,demo-generator,109
NG-001,2026-03-02T03:15:00Z,135.568,41.986,37.787,ok,demo-generator,110
NG-001,2026-03-02T03:30:00Z,135.282,41.206,39.263,ok,demo-generator,111
NG-001,2026-03-02T03:45:00Z,135.484,40.431,39.297,ok,demo-generator,112
NG-001,2026-03-02T04:00:00Z,135.270,40.434,38.892,ok,demo-generator,113
NG-001,2026-03-02T04:15:00Z,135.234,41.151,40.653,ok,demo-generator,114
NG-001,2026-03-02T04:30:00Z,134.987,42.540,41.836,ok,demo-generator,115
NG-001,2026-03-02T04:45:00Z,135.232,42.818,40.612,ok,demo-generator,116
NG-001,2026-03-02T05:00:00Z,134.825,45.456,42.420,ok,demo-generator,117
NG-001,2026-03-02T05:15:00Z,135.171,44.412,43.400,ok,demo-generator,118
NG-001,2026-03-02T05:30:00Z,135.078,45.414,44.462,ok,demo-generator,119
NG-001,2026-03-02T05:45:00Z,134.587,45.605,43.167,ok,demo-generator,120
NG-001,2026-03-02T06:00:00Z,134.277,49.272,46.119,ok,demo-generator,121
NG-001,2026-03-02T06:15:00Z,134.520,48.501,46.416,ok,demo-generator,122
NG-001,2026-03-02T06:30:00Z,134.230,49.942,46.718,ok,demo-generator,123
NG-001,2026-03-02T06:45:00Z,134.494,49.478,46.639,ok,demo-generator,124
NG-001,2026-03-02T07:00:00Z,134.553,50.769,46.708,ok,demo-generator,125
NG-001,2026-03-02T07:15:00Z,133.938,52.386,48.573,ok,demo-generator,126
NG-001,2026-03-02T07:30:00Z,133.603,55.926,48.208,ok,demo-generator,127
NG-001,2026-03-02T07:45:00Z,133.681,56.471,49.343,ok,demo-generator,128
NG-001,2026-03-02T08:00:00Z,133.372,57.345,48.975,ok,demo-generator,129
NG-001,2026-03-02T08:15:00Z,133.421,56.677,49.743,ok,demo-generator,130
NG-001,2026-03-02T08:30:00Z,133.533,57.288,49.041,ok,demo-generator,131
NG-001,2026-03-02T08:45:00Z,132.924,59.621,49.747,ok,demo-generator,132
NG-001,2026-03-02T09:00:00Z,132.974,59.542,51.624,ok,demo-generator,133
NG-001,2026-03-02T09:15:00Z,132.864,61.984,51.894,ok,demo-generator,134
NG-001,2026-03-02T09:30:00Z,132.339,62.983,52.764,ok,demo-generator,135
NG-001,2026-03-02T09:45:00Z,132.286,64.204,51.207,ok,demo-generator,136
NG-001,2026-03-02T10:00:00Z,132.171,64.683,51.144,ok,demo-generator,137
NG-001,2026-03-02T10:15:00Z,132.423,64.375,50.868,ok,demo-generator,138
NG-001,2026-03-02T10:30:00Z,132.363,65.332,51.632,ok,demo-generator,139
NG-001,2026-03-02T10:45:00Z,132.006,62.208,51.735,ok,demo-generator,140
NG-001,2026-03-02T11:00:00Z,132.397,63.115,50.383,ok,demo-generator,141
NG-001,2026-03-02T11:15:00Z,131.981,63.387,50.944,ok,demo-generator,142
NG-001,2026-03-02T11:30:00Z,131.818,63.444,50.856,ok,demo-generator,143
NG-001,2026-03-02T11:45:00Z,131.870,60.979,49.762,ok,demo-generator,144
NG-001,2026-03-02T12:00:00Z,132.117,61.072,48.811,ok,demo-generator,145
NG-001,2026-03-02T12:15:00Z,132.166,60.686,49.050,ok,demo-generator,146
NG-001,2026-03-02T12:30:00Z,131.881,58.565,47.418,ok,demo-generator,147
NG-001,2026-03-02T12:45:00Z,132.283,57.847,46.793,ok,demo-generator,148
NG-001,2026-03-02T13:00:00Z,132.418,57.690,45.804,ok,demo-generator,149
NG-001,2026-03-02T13:15:00Z,132.281,54.955,45.749,ok,demo-generator,150
NG-001,2026-03-02T13:30:00Z,131.805,56.512,46.378,ok,demo-generator,151
NG-001,2026-03-02T13:45:00Z,132.285,53.633,43.753,ok,demo-generator,152
NG-001,2026-03-02T14:00:00Z,132.491,52.565,42.785,ok,demo-generator,153
NG-001,2026-03-02T14:15:00Z,132.757,50.517,41.177,ok,demo-generator,154
NG-001,2026-03-02T14:30:00Z,132.687,49.781,41.422,ok,demo-generator,155
NG-001,2026-03-02T14:45:00Z,133.187,46.225,39.774,ok,demo-generator,156
NG-001,2026-03-02T15:00:00Z,133.130,45.225,38.427,ok,demo-generator,157
NG-001,2026-03-02T15:15:00Z,133.441,43.363,39.076,ok,demo-generator,158
NG-001,2026-03-02T15:30:00Z,133.041,44.629,38.897,ok,demo-generator,159
NG-001,2026-03-02T15:45:00Z,133.140,42.543,36.652,ok,demo-generator,160
NG-001,2026-03-02T16:00:00Z,133.262,40.027,34.932,ok,demo-generator,161
NG-001,2026-03-02T16:15:00Z,133.360,38.973,34.061,ok,demo-generator,162
NG-001,2026-03-02T16:30:00Z,133.173,40.832,34.734,ok,demo-generator,163
NG-001,2026-03-02T16:45:00Z,133.484,36.585,34.106,ok,demo-generator,164
